Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
83,68,86,85,61,74,62,75,5,2,4,3,5,no,excellent,poor,stubborn,Management,work,hard worker,yes,yes,app development,database security,cloud computing,security,Product based,Fantasy,Technical Services/Help Desk/Tech Support
83,65,67,94,93,65,87,63,11,8,4,9,2,no,medium,medium,stubborn,Management,work,smart worker,yes,no,python,game development,data engineering,testing,Product based,Prayer books,Business Systems Analyst
69,73,91,86,83,90,68,93,12,8,5,5,6,yes,medium,medium,stubborn,Management,work,smart worker,no,yes,hadoop,testing,Software Engineering,system developer,Web Services,Health,UX Designer
61,73,64,67,62,86,63,89,10,9,0,1,9,yes,poor,poor,gentle,Technical,salary,smart worker,yes,yes,python,system designing,Software Engineering,developer,Service Based,Self help,UX Designer
94,94,75,92,74,68,84,64,12,9,2,4,2,yes,medium,medium,stubborn,Management,salary,smart worker,yes,no,python,data science,Computer Architecture,cloud computing,Sales and Marketing,Health,Information Technology Manager
75,82,94,63,87,82,61,64,9,5,6,9,8,yes,poor,poor,stubborn,Technical,work,smart worker,no,no,hadoop,hacking,hacking,testing,Business Process Analysis,Fantasy,Software Quality Assurance (QA) / Testing
88,66,78,92,87,73,67,88,7,9,5,9,6,yes,medium,excellent,stubborn,Technical,work,hard worker,no,no,distro making,game development,programming,testing,Web Services,Drama,Software Systems Engineer
88,94,87,89,76,67,86,87,9,9,3,9,7,no,poor,medium,stubborn,Technical,work,smart worker,yes,yes,r programming,web technologies,IOT,developer,Service Based,Art,Network Security Administrator
71,69,63,83,84,69,92,66,10,9,6,7,7,no,medium,poor,stubborn,Management,work,hard worker,yes,yes,hadoop,hacking,Software Engineering,developer,Cloud Services,Travel,Systems Analyst
69,78,70,76,93,80,71,88,4,4,0,6,8,no,excellent,excellent,gentle,Technical,salary,hard worker,yes,yes,shell programming,system designing,Management,Business process analyst,Sales and Marketing,Comics,Information Technology Manager
89,64,80,94,64,85,68,88,12,5,3,2,3,no,excellent,medium,stubborn,Technical,work,smart worker,yes,yes,machine learning,data science,data engineering,system developer,Business Process Analysis,Series,Network Engineer
90,78,69,65,89,90,85,72,5,8,3,1,8,no,medium,medium,stubborn,Management,work,smart worker,no,no,information security,data science,cloud computing,system developer,Cloud Services,Guide,Network Engineer
83,79,65,92,68,67,82,83,7,4,5,2,4,no,medium,poor,stubborn,Management,work,hard worker,no,no,python,testing,programming,cloud computing,Testing and Maintainance Services,Guide,Programmer Analyst
62,65,61,66,94,84,85,69,8,5,0,8,2,yes,poor,medium,gentle,Management,work,smart worker,no,no,shell programming,cloud computing,data engineering,system developer,Cloud Services,Series,Information Technology Manager
86,71,73,80,90,91,80,86,9,8,3,3,8,no,poor,medium,gentle,Technical,salary,hard worker,yes,no,machine learning,testing,Computer Architecture,testing,Testing and Maintainance Services,Science fiction,Information Security Analyst
88,88,90,85,62,76,91,85,8,8,5,2,2,yes,excellent,medium,stubborn,Technical,salary,hard worker,yes,yes,shell programming,database security,programming,Business process analyst,Web Services,Religion-Spirituality,Business Systems Analyst
76,62,80,92,82,74,94,76,5,1,2,5,1,yes,excellent,medium,stubborn,Management,work,smart worker,no,yes,machine learning,data science,Software Engineering,developer,Testing and Maintainance Services,Autobiographies,Applications Developer
90,76,86,75,71,84,75,64,4,7,3,8,5,no,poor,poor,gentle,Technical,work,smart worker,yes,yes,shell programming,system designing,Software Engineering,security,Testing and Maintainance Services,Religion-Spirituality,Information Technology Auditor
92,67,64,85,82,74,68,71,12,6,5,1,2,yes,medium,medium,gentle,Technical,work,hard worker,no,yes,full stack,web technologies,Software Engineering,system developer,Testing and Maintainance Services,Guide,Systems Security Administrator
84,88,75,70,64,80,75,88,12,2,3,7,9,yes,medium,excellent,stubborn,Management,salary,smart worker,yes,yes,python,data science,parallel computing,testing,SAaS services,Trilogy,Project Manager
71,76,73,76,66,86,88,92,8,3,1,8,4,no,medium,medium,stubborn,Management,salary,hard worker,yes,no,information security,database security,cloud computing,developer,Business Process Analysis,Autobiographies,Data Architect
86,90,80,94,69,72,66,82,6,4,5,8,2,no,medium,medium,stubborn,Technical,salary,hard worker,no,yes,app development,hacking,hacking,system developer,Finance,Satire,E-Commerce Analyst
75,79,62,77,83,86,81,83,9,8,1,5,7,no,medium,poor,gentle,Technical,work,hard worker,no,yes,r programming,database security,networks,developer,Testing and Maintainance Services,Health,Systems Security Administrator
69,93,82,62,81,87,79,64,5,5,3,2,1,yes,poor,poor,stubborn,Technical,work,hard worker,no,no,shell programming,system designing,Software Engineering,testing,SAaS services,Journals,Technical Services/Help Desk/Tech Support
90,76,88,60,94,73,65,77,6,5,5,2,3,yes,medium,medium,gentle,Management,work,hard worker,yes,no,hadoop,cloud computing,programming,testing,Product based,Mystery,Information Security Analyst
65,81,69,90,69,76,90,82,8,9,5,8,1,no,excellent,poor,stubborn,Management,salary,hard worker,yes,yes,python,system designing,Computer Architecture,security,SAaS services,Diaries,Database Manager
83,61,80,68,84,91,69,69,7,6,1,1,7,yes,excellent,medium,gentle,Technical,work,smart worker,yes,no,information security,system designing,Software Engineering,security,product development,Poetry,Information Technology Manager
85,75,72,91,61,69,93,87,6,1,6,5,5,yes,excellent,medium,gentle,Management,salary,hard worker,yes,yes,full stack,database security,IOT,testing,product development,History,Network Engineer
72,80,70,91,84,79,92,71,6,3,0,9,6,no,excellent,excellent,stubborn,Management,salary,hard worker,yes,yes,information security,game development,hacking,Business process analyst,Service Based,Journals,Information Technology Auditor
85,87,88,80,74,78,82,66,10,8,3,3,1,yes,poor,excellent,stubborn,Technical,salary,smart worker,no,yes,shell programming,web technologies,networks,security,Business Process Analysis,Drama,Design & UX
63,60,67,67,73,63,91,92,11,8,3,4,7,yes,excellent,poor,stubborn,Management,work,hard worker,yes,no,hadoop,cloud computing,IOT,cloud computing,product development,Trilogy,CRM Business Analyst
77,86,80,61,81,72,64,88,5,2,2,8,1,yes,excellent,medium,gentle,Technical,salary,smart worker,yes,no,hadoop,web technologies,networks,security,Business Process Analysis,Satire,CRM Technical Developer
80,61,86,90,65,94,76,76,6,8,2,2,9,yes,excellent,poor,gentle,Management,work,hard worker,no,no,distro making,database security,Software Engineering,testing,Service Based,History,Applications Developer
75,75,65,94,71,94,85,93,10,4,4,9,5,yes,poor,poor,stubborn,Technical,work,smart worker,no,no,hadoop,hacking,programming,system developer,Testing and Maintainance Services,Romance,Software Engineer
90,67,67,86,94,69,80,85,6,8,5,8,2,no,excellent,poor,gentle,Management,work,hard worker,no,yes,shell programming,system designing,parallel computing,developer,Cloud Services,Cookbooks,Technical Support
67,61,67,81,87,86,64,70,4,9,4,6,2,yes,poor,excellent,stubborn,Management,salary,hard worker,no,yes,full stack,web technologies,Management,system developer,Finance,Math,Portal Administrator
80,81,62,90,87,86,74,91,4,9,5,8,3,yes,poor,excellent,gentle,Management,work,smart worker,yes,no,information security,web technologies,hacking,developer,Service Based,Guide,Programmer Analyst
84,91,82,66,82,77,70,60,12,2,2,3,5,no,poor,medium,gentle,Management,work,hard worker,yes,no,distro making,testing,Computer Architecture,cloud computing,Finance,Encyclopedias,Database Developer
92,65,70,62,91,60,92,93,12,8,6,2,2,yes,poor,poor,stubborn,Technical,work,hard worker,yes,yes,hadoop,data science,Software Engineering,system developer,Service Based,Cookbooks,Information Security Analyst
94,67,65,74,90,87,75,80,9,7,3,8,8,no,medium,excellent,stubborn,Management,work,smart worker,yes,yes,shell programming,web technologies,parallel computing,developer,Product based,Fantasy,Software Systems Engineer
79,75,66,88,75,71,82,89,11,2,0,2,6,yes,poor,poor,gentle,Management,salary,hard worker,no,yes,information security,data science,cloud computing,system developer,SAaS services,Guide,UX Designer
85,83,87,94,90,70,73,82,10,5,4,6,2,yes,excellent,excellent,stubborn,Technical,salary,hard worker,no,no,python,game development,parallel computing,testing,Service Based,History,Software Engineer
91,92,85,85,76,88,82,87,12,4,3,4,3,yes,excellent,poor,stubborn,Management,work,smart worker,no,no,app development,data science,cloud computing,developer,SAaS services,Horror,Software Systems Engineer
64,75,75,71,70,84,69,71,9,6,2,2,7,no,excellent,poor,stubborn,Management,salary,hard worker,yes,no,python,database security,Management,security,Business Process Analysis,Dictionaries,UX Designer
72,73,69,81,61,89,64,76,11,1,0,1,8,yes,excellent,medium,gentle,Technical,salary,hard worker,no,no,shell programming,testing,programming,developer,Service Based,Prayer books,Quality Assurance Associate
80,86,86,91,76,88,71,63,8,1,4,1,3,yes,medium,medium,stubborn,Technical,salary,smart worker,no,yes,app development,game development,Management,security,Cloud Services,Self help,Information Technology Manager
65,62,65,82,65,82,90,94,5,4,5,9,5,yes,excellent,poor,stubborn,Management,salary,hard worker,yes,yes,full stack,hacking,IOT,developer,Product based,Anthology,Mobile Applications Developer
75,91,85,69,64,74,69,94,11,4,6,7,3,no,poor,excellent,gentle,Technical,salary,hard worker,yes,yes,shell programming,game development,data engineering,security,Web Services,Horror,Quality Assurance Associate
80,92,77,78,81,86,60,67,6,7,6,5,4,no,excellent,poor,gentle,Management,work,smart worker,yes,no,distro making,web technologies,Software Engineering,testing,Service Based,Prayer books,Database Manager
87,91,63,76,81,64,84,71,11,5,2,8,6,yes,poor,medium,stubborn,Technical,salary,hard worker,yes,yes,distro making,data science,parallel computing,system developer,Testing and Maintainance Services,Mystery,Programmer Analyst
72,85,74,84,65,73,72,79,5,3,1,1,5,no,poor,excellent,gentle,Management,salary,smart worker,yes,yes,shell programming,data science,data engineering,developer,Business Process Analysis,Action and Adventure,Database Administrator
89,80,86,79,61,74,82,80,12,4,4,2,3,no,excellent,medium,stubborn,Technical,work,smart worker,no,yes,hadoop,game development,hacking,developer,Cloud Services,Prayer books,Network Security Engineer
67,64,89,89,89,68,94,71,8,7,4,1,9,no,excellent,excellent,gentle,Technical,work,hard worker,no,yes,information security,game development,Computer Architecture,Business process analyst,Product based,Autobiographies,UX Designer
71,68,69,82,94,83,71,72,7,4,2,8,7,no,poor,medium,gentle,Technical,work,smart worker,yes,yes,full stack,database security,IOT,developer,Cloud Services,Health,Systems Security Administrator
81,70,74,94,86,76,76,75,11,4,4,6,4,no,medium,excellent,gentle,Technical,salary,smart worker,yes,yes,distro making,database security,parallel computing,cloud computing,product development,Action and Adventure,Information Technology Auditor
67,84,61,94,61,69,77,73,10,3,3,7,2,yes,excellent,medium,stubborn,Management,work,hard worker,no,no,machine learning,game development,Software Engineering,testing,Testing and Maintainance Services,Health,Technical Services/Help Desk/Tech Support
76,92,81,84,67,85,75,92,5,9,6,1,9,yes,poor,excellent,stubborn,Management,salary,hard worker,yes,yes,shell programming,testing,hacking,Business process analyst,Testing and Maintainance Services,Art,Design & UX
77,74,65,83,84,75,65,68,4,7,5,9,4,no,poor,excellent,gentle,Management,salary,hard worker,no,no,machine learning,data science,Software Engineering,system developer,Web Services,Childrens,Web Developer
86,71,73,88,81,77,76,80,12,8,4,2,2,no,medium,poor,gentle,Management,work,hard worker,no,yes,hadoop,testing,hacking,developer,Product based,Journals,Data Architect
84,81,79,72,68,94,86,80,4,1,6,9,6,yes,excellent,excellent,stubborn,Technical,salary,hard worker,no,yes,hadoop,system designing,hacking,Business process analyst,SAaS services,History,Software Quality Assurance (QA) / Testing
74,76,93,70,65,63,91,91,6,6,5,2,2,no,excellent,medium,gentle,Technical,salary,smart worker,yes,no,app development,hacking,Computer Architecture,system developer,Finance,Autobiographies,Information Security Analyst
78,67,94,79,81,79,94,65,9,6,5,8,8,yes,poor,excellent,stubborn,Management,salary,hard worker,yes,yes,hadoop,web technologies,hacking,developer,SAaS services,Autobiographies,Portal Administrator
71,84,89,65,66,76,65,86,10,6,6,7,6,yes,excellent,medium,gentle,Technical,salary,smart worker,yes,yes,hadoop,system designing,cloud computing,security,Web Services,Action and Adventure,CRM Business Analyst
79,92,90,84,64,67,93,68,4,1,4,1,9,no,poor,excellent,gentle,Technical,salary,smart worker,no,yes,information security,cloud computing,hacking,testing,product development,Art,Database Administrator
77,71,62,79,64,83,78,82,9,1,2,7,2,yes,poor,excellent,stubborn,Management,salary,smart worker,no,yes,information security,testing,cloud computing,system developer,Business Process Analysis,Cookbooks,Network Security Administrator
68,84,82,74,79,89,69,89,11,9,6,2,8,no,poor,medium,stubborn,Technical,salary,smart worker,no,yes,full stack,database security,Computer Architecture,cloud computing,Finance,Diaries,Software Developer
78,85,62,88,91,60,66,74,10,9,3,3,5,yes,poor,excellent,stubborn,Technical,salary,hard worker,no,no,machine learning,cloud computing,networks,cloud computing,Service Based,Guide,Software Developer
84,60,94,72,79,83,74,84,10,7,1,4,2,no,excellent,medium,stubborn,Management,work,hard worker,yes,no,app development,hacking,data engineering,system developer,SAaS services,Childrens,CRM Technical Developer
80,81,66,70,67,82,87,60,8,2,0,8,5,no,medium,poor,stubborn,Management,salary,hard worker,no,yes,machine learning,data science,programming,security,Cloud Services,Fantasy,Quality Assurance Associate
92,77,83,81,82,68,64,64,4,1,2,5,5,no,excellent,excellent,stubborn,Management,work,hard worker,no,yes,distro making,testing,hacking,Business process analyst,Web Services,Journals,Network Security Administrator
60,91,85,81,78,73,85,90,10,5,5,7,8,yes,medium,medium,gentle,Technical,work,hard worker,no,yes,machine learning,data science,programming,developer,Service Based,Guide,Technical Services/Help Desk/Tech Support
65,63,63,86,63,71,85,85,10,1,6,7,9,no,excellent,medium,stubborn,Management,salary,hard worker,no,yes,machine learning,hacking,networks,system developer,Web Services,Religion-Spirituality,Information Security Analyst
82,86,62,88,65,82,93,77,4,1,1,9,3,no,medium,poor,stubborn,Management,work,hard worker,yes,no,shell programming,hacking,parallel computing,system developer,Finance,Mystery,Web Developer
86,74,66,91,64,85,69,79,6,9,3,1,8,yes,medium,excellent,stubborn,Technical,work,smart worker,yes,yes,distro making,system designing,Computer Architecture,testing,Sales and Marketing,Action and Adventure,Systems Analyst
76,63,90,76,73,76,71,76,9,7,0,4,6,yes,medium,excellent,stubborn,Technical,salary,smart worker,no,yes,python,hacking,hacking,Business process analyst,Service Based,Self help,Portal Administrator
80,80,80,62,86,76,81,63,7,2,6,5,2,no,excellent,excellent,stubborn,Technical,work,hard worker,yes,yes,full stack,database security,Management,system developer,Product based,Dictionaries,Information Technology Auditor
73,65,86,61,82,91,93,78,6,2,0,6,5,yes,excellent,medium,gentle,Management,work,smart worker,no,no,machine learning,cloud computing,hacking,security,Sales and Marketing,Mystery,Software Engineer
79,80,63,94,77,72,68,76,8,6,6,4,4,yes,poor,medium,gentle,Management,salary,hard worker,no,no,full stack,system designing,parallel computing,cloud computing,Cloud Services,History,Software Quality Assurance (QA) / Testing
84,79,60,68,90,92,85,90,7,6,5,2,9,yes,medium,poor,stubborn,Technical,salary,smart worker,no,yes,full stack,hacking,cloud computing,security,Business Process Analysis,Health,CRM Technical Developer
74,80,92,67,70,93,79,71,8,3,2,2,4,yes,poor,excellent,gentle,Technical,salary,hard worker,no,yes,distro making,hacking,IOT,cloud computing,Cloud Services,History,Programmer Analyst
70,61,64,66,61,71,91,85,4,8,1,1,4,no,excellent,excellent,stubborn,Management,salary,hard worker,no,no,distro making,game development,cloud computing,security,product development,Science,Software Engineer
82,91,89,61,64,81,78,89,7,9,1,3,1,yes,medium,excellent,stubborn,Management,work,smart worker,yes,yes,information security,database security,IOT,testing,SAaS services,Trilogy,Web Developer
61,76,65,79,67,77,78,87,10,7,6,5,2,yes,poor,poor,stubborn,Management,work,hard worker,no,no,information security,web technologies,Software Engineering,system developer,Finance,Dictionaries,Systems Security Administrator
86,90,72,73,91,90,82,64,8,9,5,8,7,yes,poor,excellent,gentle,Technical,work,smart worker,no,no,distro making,testing,programming,developer,Web Services,Health,Technical Services/Help Desk/Tech Support
70,93,79,86,60,89,87,65,5,9,4,4,4,yes,medium,medium,gentle,Management,salary,smart worker,no,yes,distro making,data science,Management,system developer,Cloud Services,Art,Database Manager
80,92,91,79,85,68,73,60,11,7,1,9,4,no,poor,medium,gentle,Technical,salary,hard worker,yes,yes,shell programming,system designing,programming,system developer,Sales and Marketing,Diaries,Business Systems Analyst
80,67,94,69,77,94,80,92,4,6,5,8,3,yes,medium,poor,gentle,Technical,work,smart worker,yes,yes,r programming,data science,hacking,developer,Service Based,Travel,Project Manager
66,86,67,91,64,92,86,85,9,6,1,5,7,no,medium,medium,gentle,Technical,salary,hard worker,no,no,python,database security,data engineering,cloud computing,Business Process Analysis,Science fiction,Technical Support
85,69,76,80,81,91,81,86,6,1,6,4,7,no,excellent,medium,stubborn,Management,work,smart worker,no,yes,distro making,data science,Software Engineering,Business process analyst,Business Process Analysis,Childrens,Network Security Administrator
65,60,80,76,94,66,66,88,4,8,0,5,5,no,excellent,medium,stubborn,Technical,salary,hard worker,yes,yes,full stack,database security,hacking,security,product development,Fantasy,Web Developer
68,74,64,63,60,94,74,70,11,6,6,5,4,yes,excellent,medium,gentle,Management,work,smart worker,no,yes,full stack,game development,Software Engineering,testing,product development,Travel,Quality Assurance Associate
86,62,91,92,71,82,94,80,10,8,5,7,8,no,excellent,poor,stubborn,Management,work,hard worker,no,no,distro making,database security,parallel computing,Business process analyst,Product based,Anthology,Database Developer
86,90,89,68,83,92,65,93,7,6,4,7,1,no,poor,poor,gentle,Management,work,hard worker,no,no,machine learning,data science,cloud computing,system developer,Business Process Analysis,Guide,Database Administrator
72,62,83,68,86,86,92,67,7,7,5,5,1,no,excellent,poor,stubborn,Technical,salary,smart worker,yes,no,python,system designing,programming,system developer,Sales and Marketing,Guide,Software Engineer
81,84,92,83,67,87,77,74,9,9,0,9,3,no,medium,poor,stubborn,Technical,work,hard worker,yes,yes,full stack,game development,data engineering,system developer,Service Based,Anthology,Database Administrator
80,87,76,86,92,65,82,67,8,7,3,2,6,yes,excellent,poor,stubborn,Management,work,smart worker,no,no,machine learning,testing,cloud computing,developer,Business Process Analysis,Biographies,Software Systems Engineer
78,89,66,83,84,85,85,73,5,4,1,3,1,no,excellent,poor,gentle,Management,salary,smart worker,yes,yes,full stack,testing,IOT,Business process analyst,Finance,Cookbooks,E-Commerce Analyst
73,60,72,63,62,90,84,68,7,1,4,3,4,yes,excellent,poor,stubborn,Technical,work,smart worker,no,yes,shell programming,testing,hacking,Business process analyst,Service Based,Health,Database Administrator
79,84,81,88,73,72,78,93,8,7,1,7,8,yes,poor,excellent,stubborn,Management,work,smart worker,yes,yes,full stack,game development,parallel computing,developer,Cloud Services,Series,Data Architect
65,77,86,79,92,75,71,73,6,1,1,7,7,yes,poor,excellent,gentle,Management,work,hard worker,no,no,app development,cloud computing,programming,cloud computing,Product based,Health,Database Manager
93,92,82,84,75,86,73,73,8,6,2,4,3,yes,poor,medium,stubborn,Management,salary,hard worker,no,no,full stack,hacking,Computer Architecture,cloud computing,SAaS services,Series,UX Designer
93,79,69,74,65,85,67,86,8,7,2,5,3,no,medium,poor,stubborn,Management,work,smart worker,yes,no,shell programming,cloud computing,Computer Architecture,cloud computing,Sales and Marketing,Self help,Software Systems Engineer
79,84,94,84,82,71,84,73,12,4,1,4,4,yes,medium,excellent,gentle,Technical,work,smart worker,no,no,machine learning,game development,Software Engineering,developer,Sales and Marketing,Guide,Network Security Administrator
84,75,74,62,70,85,89,93,5,3,1,7,5,no,medium,poor,stubborn,Management,salary,smart worker,yes,no,information security,hacking,Management,cloud computing,Cloud Services,History,Systems Security Administrator
65,92,86,92,75,81,84,90,5,1,2,4,5,no,poor,poor,gentle,Technical,work,hard worker,no,no,information security,database security,data engineering,testing,Testing and Maintainance Services,Autobiographies,Software Systems Engineer
92,71,85,64,86,78,67,67,6,3,1,9,6,yes,poor,excellent,gentle,Technical,work,smart worker,no,yes,app development,cloud computing,parallel computing,system developer,product development,Biographies,Information Security Analyst
83,61,72,75,84,83,72,61,4,4,0,5,2,yes,medium,excellent,stubborn,Management,work,smart worker,yes,no,information security,data science,Computer Architecture,developer,Testing and Maintainance Services,Science fiction,Software Systems Engineer
86,61,66,71,63,84,87,77,4,7,4,1,7,no,medium,poor,stubborn,Management,work,hard worker,yes,no,r programming,database security,IOT,Business process analyst,SAaS services,Health,CRM Business Analyst
65,93,78,75,92,83,90,92,12,6,2,3,7,no,excellent,excellent,gentle,Technical,work,hard worker,no,yes,hadoop,data science,parallel computing,cloud computing,Cloud Services,Mystery,Information Technology Manager
67,93,78,90,74,90,60,86,10,4,6,7,8,no,medium,excellent,gentle,Technical,work,smart worker,no,yes,python,cloud computing,parallel computing,testing,Service Based,Science fiction,Software Engineer
66,76,61,70,80,65,94,89,10,2,5,7,6,yes,excellent,poor,stubborn,Management,work,hard worker,no,yes,information security,system designing,Management,cloud computing,Cloud Services,Fantasy,Database Developer
69,78,66,82,93,67,79,66,6,6,5,5,9,yes,poor,poor,stubborn,Management,salary,hard worker,yes,no,r programming,hacking,networks,testing,Product based,Anthology,CRM Technical Developer
83,87,83,60,81,85,83,65,4,1,1,2,1,yes,poor,excellent,gentle,Technical,salary,hard worker,no,no,shell programming,data science,IOT,security,Cloud Services,Anthology,Web Developer
73,67,87,73,71,76,78,74,8,3,3,3,4,yes,poor,medium,stubborn,Technical,salary,hard worker,no,no,hadoop,database security,Computer Architecture,testing,Product based,History,Design & UX
72,72,64,82,79,78,91,68,12,3,1,4,9,no,medium,poor,stubborn,Management,work,smart worker,yes,no,machine learning,system designing,cloud computing,system developer,Product based,Poetry,Database Developer
60,73,64,83,69,78,83,71,6,6,2,6,7,yes,medium,poor,gentle,Management,work,hard worker,no,yes,full stack,system designing,Software Engineering,developer,Product based,Self help,Project Manager
63,60,62,70,76,61,81,81,7,4,0,4,8,no,poor,medium,gentle,Management,salary,hard worker,yes,yes,r programming,data science,hacking,security,Business Process Analysis,Comics,Software Systems Engineer
66,65,77,74,78,66,71,84,11,4,1,5,1,no,medium,excellent,stubborn,Technical,work,hard worker,no,yes,full stack,game development,Management,system developer,Testing and Maintainance Services,Science fiction,Technical Support
87,63,73,65,76,63,90,68,9,4,3,7,5,no,poor,poor,stubborn,Management,work,smart worker,yes,no,information security,testing,IOT,security,Service Based,Poetry,Portal Administrator
65,60,92,71,87,93,91,83,8,4,5,6,3,no,medium,poor,stubborn,Management,work,smart worker,no,yes,r programming,game development,IOT,cloud computing,Cloud Services,History,Technical Support
68,91,88,79,87,64,68,80,5,6,5,8,6,no,medium,poor,stubborn,Management,work,hard worker,no,no,distro making,cloud computing,data engineering,developer,Product based,Anthology,Data Architect
84,73,65,81,93,62,68,79,4,9,5,9,3,yes,excellent,excellent,stubborn,Technical,work,smart worker,yes,no,python,game development,hacking,cloud computing,Finance,Religion-Spirituality,CRM Technical Developer
66,69,93,92,65,94,63,77,6,5,0,5,4,yes,excellent,poor,stubborn,Management,salary,smart worker,yes,yes,information security,data science,parallel computing,system developer,Sales and Marketing,Travel,Information Technology Auditor
65,91,62,82,70,75,87,74,8,1,3,1,4,yes,excellent,excellent,stubborn,Technical,work,hard worker,yes,no,shell programming,data science,Management,cloud computing,SAaS services,Prayer books,Database Administrator
84,90,65,91,61,76,88,80,10,7,5,1,4,no,poor,poor,gentle,Management,salary,smart worker,yes,yes,shell programming,cloud computing,networks,security,Testing and Maintainance Services,Mystery,Software Systems Engineer
69,92,91,76,71,63,63,86,6,3,2,5,2,no,poor,poor,stubborn,Management,salary,smart worker,no,no,r programming,hacking,IOT,system developer,Cloud Services,Action and Adventure,Software Developer
70,84,62,72,76,87,68,64,12,3,5,6,5,yes,medium,poor,gentle,Management,work,smart worker,no,no,full stack,cloud computing,IOT,testing,Web Services,Art,Technical Engineer
91,84,78,61,75,81,79,70,5,7,5,1,3,no,poor,poor,gentle,Management,work,hard worker,yes,yes,app development,web technologies,networks,cloud computing,Finance,Horror,Web Developer
84,79,90,63,83,90,90,79,4,3,5,1,6,yes,poor,medium,gentle,Management,work,hard worker,yes,no,app development,cloud computing,Software Engineering,Business process analyst,Web Services,Guide,Database Administrator
64,82,90,90,72,71,73,90,4,6,5,4,3,yes,poor,excellent,stubborn,Technical,work,smart worker,yes,no,full stack,testing,Software Engineering,security,Business Process Analysis,Autobiographies,Software Systems Engineer
91,88,66,84,73,83,77,83,11,7,5,9,9,no,medium,poor,stubborn,Management,work,smart worker,yes,no,information security,web technologies,IOT,developer,Business Process Analysis,Travel,CRM Business Analyst
71,79,81,77,91,64,82,71,9,1,0,1,8,no,poor,poor,stubborn,Management,work,hard worker,yes,no,app development,system designing,cloud computing,cloud computing,Service Based,Science,Systems Security Administrator
85,78,89,90,94,64,90,83,8,3,0,3,1,yes,excellent,poor,stubborn,Technical,salary,smart worker,no,no,hadoop,database security,parallel computing,Business process analyst,Business Process Analysis,Childrens,Network Engineer
90,66,60,91,72,86,82,82,8,4,4,7,5,no,poor,medium,stubborn,Technical,work,hard worker,no,yes,shell programming,web technologies,Software Engineering,testing,Finance,Self help,Applications Developer
79,91,89,93,62,64,89,83,11,7,0,6,5,no,poor,poor,stubborn,Technical,salary,smart worker,yes,yes,shell programming,database security,Software Engineering,security,Product based,Math,CRM Technical Developer
86,93,62,64,78,80,63,74,6,1,0,8,8,yes,excellent,medium,gentle,Management,salary,smart worker,yes,yes,full stack,cloud computing,parallel computing,system developer,Cloud Services,Health,Information Technology Manager
62,65,79,91,80,65,62,84,5,6,6,2,3,yes,poor,poor,gentle,Management,salary,smart worker,no,no,machine learning,system designing,parallel computing,developer,Sales and Marketing,Cookbooks,Design & UX
88,66,84,88,87,86,79,79,4,6,5,1,5,no,poor,medium,gentle,Technical,work,smart worker,yes,yes,information security,system designing,networks,security,Web Services,Journals,Information Technology Manager
78,86,85,61,67,61,82,70,5,8,0,6,2,yes,excellent,poor,stubborn,Technical,salary,smart worker,yes,yes,machine learning,hacking,parallel computing,Business process analyst,Product based,Self help,CRM Technical Developer
92,79,74,64,89,68,69,77,8,2,6,4,9,no,excellent,excellent,stubborn,Technical,salary,smart worker,no,no,shell programming,cloud computing,programming,security,Business Process Analysis,Series,CRM Technical Developer
82,94,81,71,61,70,66,74,5,4,3,7,1,no,poor,excellent,gentle,Management,work,hard worker,yes,no,r programming,data science,IOT,Business process analyst,Business Process Analysis,Anthology,Database Developer
70,83,90,61,68,76,68,77,9,8,0,8,4,no,medium,medium,stubborn,Management,work,smart worker,no,no,full stack,data science,hacking,developer,Web Services,Fantasy,Software Systems Engineer
76,69,72,91,72,76,68,69,4,2,5,8,5,no,poor,excellent,gentle,Management,salary,hard worker,yes,no,hadoop,data science,IOT,testing,Sales and Marketing,Health,Network Engineer
84,68,62,63,75,85,64,84,7,8,1,1,4,yes,poor,medium,gentle,Technical,work,hard worker,yes,yes,shell programming,web technologies,parallel computing,Business process analyst,Testing and Maintainance Services,Dictionaries,Network Security Engineer
64,74,88,70,70,78,72,65,12,7,4,6,8,yes,medium,excellent,stubborn,Technical,salary,smart worker,no,no,python,hacking,Software Engineering,developer,SAaS services,Poetry,Business Systems Analyst
63,70,67,61,76,63,62,84,4,3,1,3,5,no,excellent,medium,stubborn,Management,salary,smart worker,yes,no,r programming,cloud computing,IOT,Business process analyst,product development,Series,Software Engineer
79,60,63,84,76,74,93,62,7,9,4,8,7,yes,excellent,poor,stubborn,Technical,salary,hard worker,yes,yes,machine learning,game development,cloud computing,cloud computing,Business Process Analysis,History,UX Designer
81,83,79,64,69,85,92,74,9,6,2,3,5,yes,medium,medium,gentle,Management,work,smart worker,no,yes,machine learning,data science,data engineering,cloud computing,product development,Math,Systems Security Administrator
